Frame,X,Y,Z,QX,QY,QZ,QW,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
1645,-1.003695,0.467998,0.700619,0.015458,-0.080781,-0.188048,-0.97871,-0.519326,0.323077,0.542158,1.170172,-0.621269,0.021152,-0.320408,-0.951341,-0.935697,0.438251,-0.150151,0.125024,0.050788,-0.002279,0.251952,-0.002955,0.160672,-0.831343,0.048668,1.194812,0.017026,0.004606,-0.097165,-0.505012,0.048484,0.757953,-0.61978,0.411053,-0.323499
1646,-1.002695,0.462703,0.709501,0.026676,-0.077403,-0.155866,-0.984379,-0.481152,0.37347,0.570483,1.127471,-0.628848,0.002747,-0.422055,-0.898877,-0.846769,0.522653,-0.25409,0.053365,0.036892,-0.001247,0.261059,-0.00018,0.154261,-0.761366,0.02769,1.218402,0.036132,0.042882,-0.043565,-0.442631,0.112459,0.598095,-0.729054,0.317832,-0.335542
1647,-1.000499,0.456835,0.722196,0.034313,-0.075671,-0.128412,-0.988234,-0.438727,0.413291,0.609093,1.066285,-0.591919,-0.01235,-0.453151,-0.864189,-0.883711,0.629449,-0.282376,0.020003,0.025676,-0.009824,0.265419,0.004902,0.190268,-0.705843,-0.038393,1.209321,0.037272,0.092985,0.05082,-0.402435,0.20299,0.408849,-0.940134,0.244363,-0.373929
1648,-0.996231,0.451222,0.737762,0.038195,-0.073664,-0.121052,-0.989172,-0.39446,0.418324,0.628051,0.977099,-0.528247,-0.018377,-0.446572,-0.845178,-0.910897,0.790984,-0.287755,-0.035546,0.011441,-0.014105,0.265481,-0.017177,0.284498,-0.673066,-0.108953,1.206982,0.031238,0.128378,0.20566,-0.325679,0.229141,0.201419,-1.096121,0.168973,-0.432964
1649,-0.990936,0.446117,0.754511,0.044679,-0.066949,-0.121666,-0.989302,-0.363518,0.42595,0.616603,0.914411,-0.413751,-0.031093,-0.460307,-0.796633,-0.841103,0.992273,-0.273919,-0.054432,-0.014618,-0.007886,0.264833,-0.039201,0.411183,-0.644755,-0.167866,1.189678,0.034382,0.160692,0.391616,-0.240409,0.24675,0.031544,-1.167532,0.094903,-0.461136
1650,-0.984348,0.442106,0.774294,0.055316,-0.057419,-0.125223,-0.98892,-0.385309,0.484458,0.590301,0.965844,-0.206577,-0.01551,-0.494936,-0.704671,-0.714813,1.202838,-0.224689,-0.052433,-0.042905,0.003222,0.269055,-0.060108,0.574103,-0.627019,-0.209294,1.185833,0.064924,0.188623,0.576373,-0.186004,0.270064,-0.091319,-1.18244,0.023087,-0.470474
1651,-0.978132,0.437671,0.784171,0.058748,-0.049471,-0.134242,-0.987968,-0.441221,0.571784,0.599806,1.070111,-0.050513,0.092627,-0.501825,-0.609091,-0.62863,1.373243,-0.155865,-0.011651,-0.057925,0.011752,0.278899,-0.120486,0.736992,-0.622687,-0.232071,1.199345,0.105902,0.201542,0.728244,-0.177444,0.287673,-0.192757,-1.179021,-0.011209,-0.462309
1652,-0.972477,0.434378,0.786688,0.0555,-0.04446,-0.149245,-0.98624,-0.511911,0.618197,0.652093,1.125834,-0.103224,0.172832,-0.475718,-0.529224,-0.602879,1.481175,-0.155059,0.008728,-0.059203,0.01726,0.290382,-0.222847,0.87017,-0.632434,-0.214038,1.211815,0.150635,0.199969,0.863545,-0.193588,0.293495,-0.278555,-1.168259,-0.020657,-0.464297
1653,-0.967468,0.432517,0.784357,0.043481,-0.044446,-0.161868,-0.984852,-0.599694,0.573721,0.704269,1.084134,-0.130182,0.146231,-0.416152,-0.485873,-0.633911,1.498521,-0.183168,0.023453,-0.050831,0.015544,0.297624,-0.361513,0.963413,-0.658034,-0.137331,1.249128,0.194975,0.175923,0.978539,-0.230321,0.296217,-0.335344,-1.156963,-0.019758,-0.481126
1654,-0.961843,0.432083,0.77778,0.027269,-0.044849,-0.167636,-0.984451,-0.683693,0.444269,0.696977,0.913293,-0.146628,0.011641,-0.328799,-0.442827,-0.688025,1.397648,-0.213871,0.026279,-0.037922,0.006252,0.298104,-0.501407,1.003104,-0.682762,-0.005069,1.287953,0.241509,0.145007,1.059741,-0.291385,0.305167,-0.350158,-1.137809,-0.008833,-0.494541
1655,-0.955237,0.432876,0.767113,0.011171,-0.046688,-0.16612,-0.984936,-0.710851,0.293795,0.640796,0.632608,-0.168931,-0.13919,-0.252032,-0.358835,-0.70313,1.183329,-0.220923,0.078858,-0.028013,-0.004135,0.289041,-0.610614,0.999812,-0.676408,0.167636,1.30217,0.304948,0.098921,1.090697,-0.386868,0.317001,-0.335914,-1.10141,-0.004484,-0.47714
1656,-0.948761,0.433913,0.751264,-0.005421,-0.052175,-0.150345,-0.987241,-0.671284,0.196215,0.607137,0.349356,-0.075897,-0.164322,-0.166977,-0.285339,-0.71795,0.979536,-0.394984,0.026522,-0.019446,-0.015649,0.268307,-0.664663,0.975008,-0.615878,0.329017,1.261856,0.382267,0.045566,1.062574,-0.522392,0.323866,-0.311716,-1.052986,0.003488,-0.437714
1657,-0.943623,0.433731,0.73317,-0.012705,-0.051457,-0.126548,-0.990543,-0.63101,0.197704,0.690614,0.247094,0.189131,0.095277,-0.124634,-0.235924,-0.693359,0.879991,-0.600472,0.00838,-0.017163,-0.022562,0.251227,-0.660304,0.950914,-0.501538,0.417035,1.179327,0.439922,0.031214,0.954563,-0.674412,0.356691,-0.272985,-0.990533,0.003357,-0.364562
1658,-0.937174,0.431642,0.723925,-0.014997,-0.044192,-0.09555,-0.99433,-0.623625,0.24644,0.710832,0.277227,0.28168,0.184761,-0.131803,-0.207268,-0.622052,0.903324,-0.642039,-0.015887,-0.015973,-0.034025,0.253092,-0.592189,0.927759,-0.311997,0.410903,1.086223,0.467433,0.074836,0.742471,-0.783557,0.440711,-0.179923,-0.924367,0.016291,-0.293831
1659,-0.928311,0.4297,0.725019,-0.015898,-0.039836,-0.06907,-0.996689,-0.651774,0.326467,0.688773,0.425739,0.170049,0.14436,-0.137994,-0.195793,-0.570172,0.947804,-0.618109,-0.022861,-0.010487,-0.046799,0.263758,-0.470427,0.854854,-0.054172,0.326914,0.975785,0.454663,0.173102,0.438215,-0.792809,0.574288,0.007453,-0.940489,0.072364,-0.213195
1660,-0.917522,0.428696,0.732458,-0.01866,-0.034742,-0.048452,-0.998047,-0.735518,0.337537,0.507163,0.613571,-0.000769,0.038215,-0.106232,-0.193193,-0.545024,0.926859,-0.608267,-0.007267,0.012593,-0.057429,0.274242,-0.310934,0.720666,0.160639,0.208784,0.856445,0.399397,0.254255,0.182332,-0.705546,0.696518,0.231265,-1.023295,0.119592,-0.118173
1661,-0.906236,0.426968,0.740307,-0.029682,-0.036011,-0.036747,-0.998234,-0.843086,0.19918,0.196107,0.79769,-0.101311,0.084269,-0.066288,-0.201544,-0.539653,0.860503,-0.595102,0.006836,0.052016,-0.061771,0.281137,-0.133706,0.572536,0.236084,0.107506,0.789394,0.347419,0.273753,0.063585,-0.578214,0.711036,0.346029,-0.980312,0.156716,-0.144665
1662,-0.894096,0.425424,0.749668,-0.035189,-0.042434,-0.031869,-0.997971,-0.897362,0.096845,0.079321,0.928197,-0.100801,-0.010581,-0.032884,-0.195063,-0.542362,0.777114,-0.551092,0.011865,0.086453,-0.054604,0.281022,0.055038,0.448827,0.192629,0.04555,0.818082,0.313887,0.225213,0.003506,-0.495424,0.744322,0.330051,-0.862366,0.114425,-0.210724
1663,-0.880474,0.423682,0.760407,-0.035535,-0.052884,-0.020772,-0.997752,-0.927761,0.08186,0.102643,1.005137,-0.099092,-0.04737,-0.007351,-0.172435,-0.535419,0.682762,-0.467938,0.007159,0.114958,-0.049083,0.277467,0.255487,0.352836,0.09854,0.012953,0.914883,0.274174,0.195805,-0.078278,-0.50525,0.868596,0.242072,-0.889742,0.020741,-0.232603
1664,-0.865328,0.421583,0.770863,-0.034908,-0.06598,-0.008994,-0.99717,-0.958927,0.084405,0.153822,1.045819,-0.121889,-0.042596,0.011429,-0.149625,-0.52355,0.59619,-0.362144,0.001572,0.139736,-0.050334,0.27241,0.421186,0.26572,-0.011046,0.010643,1.0111,0.250422,0.178431,-0.167091,-0.529383,0.974372,0.12181,-0.916051,-0.048722,-0.209302
1665,-0.849058,0.419246,0.779172,-0.035933,-0.079494,-0.002137,-0.996185,-0.99211,0.075292,0.201827,1.059369,-0.132529,-0.047622,0.022555,-0.134875,-0.506939,0.531069,-0.25851,0.003899,0.161598,-0.056887,0.267832,0.596494,0.186754,-0.104167,0.042473,1.062171,0.220974,0.188187,-0.238348,-0.554849,1.053206,-0.001403,-0.819319,-0.079384,-0.175754
1666,-0.831397,0.416426,0.783536,-0.038792,-0.091527,0.000613,-0.995046,-1.02299,0.054497,0.238495,1.055749,-0.14247,-0.055794,0.041184,-0.122134,-0.489653,0.467994,-0.183331,0.014884,0.180907,-0.064884,0.262423,0.730337,0.13602,-0.188351,0.090677,1.088954,0.193901,0.203231,-0.30297,-0.600561,1.118913,-0.133704,-0.698401,-0.086746,-0.127027
1667,-0.811731,0.413219,0.782496,-0.041704,-0.100505,0.000196,-0.994062,-1.044606,0.015319,0.246225,1.04149,-0.152005,-0.07435,0.075839,-0.104308,-0.46544,0.401903,-0.149389,0.023921,0.198654,-0.071903,0.254289,0.832859,0.125675,-0.273824,0.142803,1.100416,0.170497,0.215877,-0.381032,-0.654022,1.17139,-0.267298,-0.636913,-0.090148,-0.087922
1668,-0.789872,0.409837,0.775953,-0.043191,-0.104772,-0.000765,-0.993558,-1.051282,-0.050671,0.200735,1.020964,-0.158486,-0.113867,0.128556,-0.082816,-0.439224,0.338368,-0.147163,0.029709,0.215397,-0.077469,0.243474,0.93811,0.156628,-0.358522,0.187816,1.134745,0.114542,0.244486,-0.443468,-0.688669,1.216229,-0.379881,-0.649461,-0.082823,-0.079762
1669,-0.766023,0.406517,0.76455,-0.042221,-0.103918,0.002727,-0.993686,-1.026818,-0.116259,0.125879,0.995247,-0.169086,-0.142588,0.196002,-0.061281,-0.419685,0.283488,-0.157124,0.034514,0.230227,-0.080972,0.231202,1.016191,0.215894,-0.421533,0.203041,1.217019,0.036727,0.245055,-0.483196,-0.696496,1.234452,-0.460124,-0.665832,-0.067644,-0.079179
1670,-0.740901,0.403371,0.747896,-0.037741,-0.098419,0.008851,-0.99439,-0.960938,-0.145109,0.070167,0.959226,-0.177578,-0.155028,0.262734,-0.042818,-0.402381,0.267431,-0.178847,0.031723,0.240741,-0.082152,0.218084,1.086489,0.265023,-0.435257,0.186242,1.30889,-0.060101,0.227153,-0.490413,-0.670554,1.227012,-0.500037,-0.680668,-0.041384,-0.081601
1671,-0.715492,0.399855,0.724052,-0.034753,-0.091348,0.020577,-0.995,-0.857659,-0.138934,0.060251,0.896241,-0.178873,-0.041129,0.3169,-0.038468,-0.379212,0.298738,-0.20353,0.027915,0.245108,-0.082057,0.207095,1.148744,0.258508,-0.390527,0.171837,1.309771,-0.107589,0.15195,-0.465064,-0.612813,1.203496,-0.494237,-0.715996,-0.011849,-0.081088
1672,-0.693452,0.397003,0.712297,-0.032801,-0.080513,0.02812,-0.995817,-0.844693,-0.111546,0.098029,0.981885,-0.231178,0.066742,0.323485,-0.052249,-0.355581,0.415357,-0.209678,0.013373,0.236083,-0.080381,0.209167,1.161591,0.211482,-0.32126,0.183584,1.210694,-0.097837,0.046391,-0.39995,-0.530136,1.157399,-0.442635,-0.762876,0.020901,-0.071847
1673,-0.673468,0.393264,0.701197,-0.036667,-0.069473,0.027746,-0.996524,-0.833745,-0.112253,0.110377,1.06143,-0.288976,0.076349,0.261992,-0.096235,-0.335397,0.655873,-0.160749,0.014928,0.218776,-0.08243,0.232132,1.075348,0.181371,-0.264548,0.21058,1.124053,-0.038767,-0.016105,-0.299267,-0.429447,1.076648,-0.341002,-0.80299,0.081376,-0.085922
1674,-0.654671,0.389234,0.693668,-0.04582,-0.064176,0.030056,-0.996433,-0.81211,-0.118562,0.124434,1.101585,-0.338637,0.074883,0.1271,-0.166555,-0.304452,0.976094,-0.082765,0.0276,0.198938,-0.087409,0.263225,0.908399,0.157808,-0.223329,0.275603,1.090532,0.075729,-0.010827,-0.161122,-0.317398,0.927821,-0.232014,-0.85501,0.165599,-0.122952
1675,-0.637644,0.385373,0.68979,-0.051413,-0.059785,0.037625,-0.996176,-0.785711,-0.117785,0.131965,1.129158,-0.382472,0.070995,-0.053972,-0.224464,-0.238634,1.310857,-0.035482,0.042252,0.174768,-0.095802,0.296448,0.713539,0.102397,-0.151965,0.377387,1.044986,0.220499,0.032948,-0.019297,-0.198826,0.752201,-0.110812,-0.93772,0.254096,-0.198452
1676,-0.621911,0.381416,0.690144,-0.053757,-0.055398,0.043227,-0.996079,-0.750531,-0.117377,0.130139,1.135426,-0.416889,0.067632,-0.250169,-0.240201,-0.160604,1.597814,-0.104961,0.034498,0.145095,-0.105071,0.327413,0.517071,0.030868,-0.019868,0.480971,0.971564,0.36709,0.067948,0.1142,-0.099937,0.569064,-0.023234,-0.992595,0.329871,-0.260728
1677,-0.606872,0.377697,0.695576,-0.049103,-0.052456,0.049162,-0.996203,-0.706256,-0.10663,0.119732,1.119675,-0.441343,0.064889,-0.450061,-0.242304,-0.099412,1.811869,-0.140045,0.028395,0.111687,-0.110904,0.354177,0.353676,-0.026101,0.127094,0.512441,0.889219,0.449409,0.142519,0.214887,-0.035087,0.399431,0.037236,-0.941493,0.342639,-0.322011
1678,-0.5919,0.374076,0.707162,-0.040196,-0.057024,0.057514,-0.995904,-0.658081,-0.086539,0.105448,1.066977,-0.448202,0.061027,-0.653832,-0.225851,-0.057518,1.924989,-0.14553,0.018175,0.075916,-0.112387,0.373235,0.221525,-0.035127,0.128958,0.494341,0.829772,0.360914,0.151564,0.243479,-0.061587,0.286984,0.121546,-0.855327,0.304063,-0.33671
1679,-0.576657,0.370158,0.724526,-0.031222,-0.066237,0.066204,-0.995116,-0.597141,-0.066263,0.090487,0.966404,-0.430846,0.055271,-0.836311,-0.19935,-0.046504,1.925609,-0.142295,0.006447,0.044323,-0.107842,0.384808,0.122647,0.021212,0.006202,0.455178,0.846274,0.194827,0.109783,0.25585,-0.163737,0.259951,0.242513,-0.899164,0.280576,-0.307475
1680,-0.560535,0.365649,0.746005,-0.024747,-0.080292,0.074511,-0.993674,-0.520228,-0.049868,0.078761,0.809965,-0.382013,0.04694,-0.979495,-0.166788,-0.061218,1.826187,-0.145591,-0.006741,0.021783,-0.098483,0.38841,0.044446,0.114054,-0.14479,0.387273,0.927475,0.063731,0.126631,0.253179,-0.260569,0.274339,0.387546,-0.971749,0.274163,-0.247469
1681,-0.54288,0.360509,0.767698,-0.018087,-0.095871,0.082226,-0.991827,-0.425085,-0.030763,0.074464,0.610353,-0.308347,0.041362,-1.068495,-0.140416,-0.091216,1.651242,-0.136511,-0.012483,0.005604,-0.084016,0.383745,-0.030578,0.207712,-0.288206,0.302003,0.999175,-0.031024,0.125631,0.260857,-0.332216,0.296007,0.512534,-1.000555,0.238338,-0.152909
1682,-0.523174,0.354975,0.785219,-0.008698,-0.110478,0.091312,-0.989637,-0.320394,-0.003868,0.084573,0.400537,-0.227391,0.041273,-1.104721,-0.115715,-0.134582,1.427076,-0.121159,-0.01398,-0.010632,-0.065241,0.369795,-0.095709,0.297149,-0.408833,0.209998,1.001871,-0.100697,0.111976,0.274117,-0.398047,0.323543,0.615043,-1.008236,0.178369,-0.050998
1683,-0.50157,0.348529,0.798962,-0.00018,-0.123848,0.098476,-0.987403,-0.230642,0.020304,0.120678,0.273539,-0.172167,0.001997,-1.102596,-0.076662,-0.163509,1.173336,-0.114596,-0.009309,-0.031094,-0.044219,0.348211,-0.161982,0.400562,-0.53194,0.112865,0.96459,-0.153829,0.09638,0.28903,-0.480351,0.37672,0.687104,-1.041873,0.09321,0.029044
1684,-0.477288,0.341835,0.802018,0.004394,-0.131458,0.101758,-0.986076,-0.161036,0.02701,0.131559,0.270713,-0.161398,-0.041534,-1.069637,-0.026243,-0.145091,0.913248,-0.110365,0.014089,-0.054018,-0.025265,0.322759,-0.242336,0.514666,-0.668209,0.011053,0.925941,-0.197585,0.092171,0.314697,-0.576301,0.440785,0.715889,-1.089002,0.010677,0.058319
1685,-0.45102,0.334691,0.795534,0.009199,-0.13252,0.102296,-0.985845,-0.098187,0.013131,0.062763,0.311874,-0.16817,0.013741,-1.004511,0.020977,-0.090732,0.669624,-0.090706,0.039443,-0.077105,-0.010096,0.297445,-0.326026,0.6247,-0.802279,-0.099228,0.906407,-0.232906,0.093699,0.372318,-0.677215,0.500253,0.705155,-1.131419,-0.048068,0.008255
1686,-0.422092,0.327005,0.784321,0.012485,-0.125311,0.098506,-0.987136,-0.027698,0.014501,0.034909,0.317945,-0.218925,0.011129,-0.915185,0.044842,-0.032877,0.506752,-0.066974,0.061602,-0.10533,-0.00001,0.273181,-0.413815,0.711947,-0.924124,-0.19478,0.885456,-0.260565,0.106388,0.444305,-0.763781,0.524844,0.661665,-1.122798,-0.090102,-0.048485
1687,-0.392646,0.318675,0.76702,0.014676,-0.110802,0.094751,-0.989207,0.044513,0.019284,0.023772,0.359137,-0.307952,0.01187,-0.836643,0.059463,0.010643,0.486701,-0.05974,0.074675,-0.131615,0.006371,0.252518,-0.460418,0.746993,-1.004187,-0.258065,0.875826,-0.28273,0.126044,0.518044,-0.844221,0.51724,0.60464,-1.066917,-0.119891,-0.100597
1688,-0.363031,0.310548,0.743795,0.020253,-0.093564,0.095595,-0.990806,0.105707,0.032485,0.028637,0.445737,-0.366649,0.004048,-0.77921,0.079275,0.016591,0.566919,-0.000907,0.068971,-0.148305,0.012193,0.240555,-0.449005,0.735048,-1.036474,-0.296325,0.878566,-0.260676,0.124852,0.60067,-0.90243,0.46508,0.504029,-1.011978,-0.121404,-0.1497
1689,-0.336592,0.303015,0.731453,0.026948,-0.081248,0.105285,-0.990751,0.101064,0.050086,0.043031,0.623059,-0.339346,0.005514,-0.804657,0.100011,-0.010474,0.7246,-0.050326,0.00888,-0.15142,0.020798,0.246771,-0.376807,0.681707,-1.025367,-0.307684,0.924745,-0.180435,0.128239,0.633221,-0.909472,0.371011,0.397288,-0.939789,-0.114529,-0.160728
1690,-0.310866,0.29661,0.716928,0.037529,-0.074898,0.114977,-0.989829,0.019412,0.083916,0.059443,0.897033,-0.216811,-0.007348,-0.825475,0.123963,-0.034835,0.856467,-0.13639,-0.007978,-0.147749,0.031925,0.265706,-0.256108,0.607316,-0.955731,-0.290426,0.997988,-0.087126,0.143335,0.632752,-0.850688,0.262757,0.308989,-0.894559,-0.086249,-0.182262
1691,-0.285986,0.289738,0.703542,0.046364,-0.065814,0.110661,-0.990592,-0.099942,0.124782,0.053561,1.196457,-0.104445,-0.088531,-0.81716,0.127475,-0.062348,0.957951,-0.227226,-0.017559,-0.139571,0.042556,0.284168,-0.124972,0.498692,-0.861155,-0.226519,1.056027,-0.010302,0.159579,0.619109,-0.708704,0.155156,0.239652,-0.875531,-0.040232,-0.215385
1692,-0.262415,0.282601,0.696786,0.049856,-0.053761,0.10137,-0.992143,-0.230861,0.144831,0.02507,1.465186,-0.059066,-0.107344,-0.784602,0.119326,-0.083252,1.027629,-0.301871,-0.027265,-0.123302,0.052169,0.30197,-0.007641,0.377898,-0.750282,-0.12496,1.202349,0.091677,0.13713,0.594002,-0.516152,0.056877,0.178831,-0.876373,0.008701,-0.251369
1693,-0.240179,0.276086,0.696257,0.051763,-0.043529,0.099044,-0.992782,-0.364715,0.147534,0.001542,1.666533,-0.107427,-0.084706,-0.737258,0.119263,-0.093222,1.054549,-0.353605,-0.036185,-0.099195,0.059184,0.318606,0.113665,0.254857,-0.621684,-0.069813,1.361537,0.177514,0.151062,0.543495,-0.320365,0.000502,0.123881,-0.856345,0.023835,-0.292578
1694,-0.219233,0.269916,0.702399,0.050187,-0.039605,0.102569,-0.992669,-0.510887,0.157531,-0.00696,1.78983,-0.131536,-0.081933,-0.683226,0.125952,-0.087586,1.035816,-0.381748,-0.042667,-0.069993,0.062204,0.330405,0.247692,0.125629,-0.494628,-0.092365,1.311703,0.211302,0.180989,0.470862,-0.188775,0.014133,0.092954,-0.850033,0.001386,-0.316704
1695,-0.19946,0.263998,0.715544,0.047228,-0.043442,0.103083,-0.992601,-0.667906,0.162603,-0.016207,1.820235,-0.133869,-0.068896,-0.619101,0.131686,-0.075541,0.962285,-0.38336,-0.045802,-0.037642,0.062426,0.336431,0.34723,0.09193,-0.42251,-0.150054,1.175727,0.202779,0.198008,0.38959,-0.143772,0.099223,0.099103,-0.898122,-0.038413,-0.295122
1696,-0.180413,0.258133,0.734689,0.043736,-0.053373,0.098407,-0.992751,-0.809637,0.157275,-0.021197,1.748202,-0.12426,-0.044957,-0.538174,0.135072,-0.061602,0.825853,-0.350753,-0.048287,-0.006724,0.060353,0.336551,0.399011,0.176483,-0.41695,-0.201984,1.094542,0.168701,0.189057,0.311358,-0.14902,0.228827,0.121323,-0.985258,-0.087922,-0.233689
1697,-0.160961,0.252446,0.75604,0.036071,-0.067003,0.087189,-0.993281,-0.910443,0.129259,-0.009911,1.586805,-0.118036,-0.035413,-0.441153,0.124372,-0.0513,0.640934,-0.294853,-0.052949,0.021307,0.054526,0.331046,0.409692,0.334186,-0.463012,-0.227658,1.097029,0.113956,0.150471,0.236333,-0.177157,0.358277,0.126996,-1.065256,-0.127236,-0.149739
1698,-0.139835,0.246454,0.77465,0.019907,-0.082615,0.069401,-0.993963,-0.965674,0.080862,0.025056,1.36085,-0.111353,-0.028031,-0.337344,0.089136,-0.061931,0.440723,-0.243583,-0.071007,0.047038,0.042881,0.319046,0.408538,0.500455,-0.533854,-0.261147,1.07377,0.040732,0.114913,0.178845,-0.222322,0.469313,0.105144,-1.091306,-0.158629,-0.081751
1699,-0.11777,0.241843,0.788899,0.005929,-0.095948,0.0519,-0.994015,-0.980991,0.030498,0.065307,1.107994,-0.1008,-0.027413,-0.244462,0.052615,-0.138023,0.349293,-0.255767,-0.026112,0.073013,0.028239,0.299596,0.391357,0.655976,-0.612453,-0.296648,0.990888,-0.02097,0.077683,0.137559,-0.287029,0.576497,0.059697,-1.048411,-0.190085,-0.043653
1700,-0.093584,0.237025,0.794101,0.000061,-0.104295,0.041841,-0.993666,-0.969781,-0.017843,0.075076,0.865288,-0.086542,-0.048685,-0.171364,0.044449,-0.188005,0.374375,-0.233153,0.008029,0.09546,0.015554,0.275249,0.372182,0.795799,-0.670204,-0.348491,0.899252,-0.05894,0.054393,0.080933,-0.367671,0.69606,-0.001614,-0.987813,-0.218393,-0.029658
1701,-0.06708,0.232701,0.790938,-0.003659,-0.10371,0.040931,-0.993758,-0.921057,-0.054572,0.07178,0.656857,-0.086146,-0.092129,-0.080258,0.043845,-0.215466,0.415484,-0.183407,-0.001762,0.113657,0.002572,0.246745,0.351226,0.887893,-0.708301,-0.416108,0.845569,-0.080341,0.048375,0.005823,-0.444735,0.815391,-0.063745,-0.933856,-0.239274,-0.042072
1702,-0.038154,0.22914,0.779178,-0.006504,-0.096744,0.0396,-0.9945,-0.850535,-0.060565,0.119956,0.542622,-0.072089,-0.107946,0.017937,0.04996,-0.208537,0.417413,-0.169075,-0.045575,0.125585,-0.010967,0.216728,0.325421,0.920073,-0.724096,-0.485147,0.844277,-0.085518,0.056829,-0.075463,-0.47926,0.908834,-0.090376,-0.872962,-0.232829,-0.068045
1703,-0.006537,0.226279,0.764817,-0.007317,-0.083228,0.035365,-0.995876,-0.776535,-0.050641,0.194882,0.557616,-0.071172,-0.095931,0.117236,0.054104,-0.205595,0.398858,-0.205801,-0.067923,0.137527,-0.023085,0.186568,0.294501,0.892709,-0.723319,-0.52785,0.882118,-0.066388,0.087335,-0.14534,-0.463458,0.96314,-0.076331,-0.854268,-0.187426,-0.090586
1704,0.024793,0.223939,0.7467,-0.013997,-0.064916,0.035831,-0.997149,-0.706474,-0.071477,0.220883,0.615908,-0.043226,0.055074,0.193915,0.037854,-0.196639,0.444676,-0.237909,-0.064085,0.152381,-0.035622,0.16215,0.266325,0.79745,-0.734101,-0.524557,0.962482,-0.044547,0.16862,-0.195232,-0.414761,0.991937,-0.038058,-0.895543,-0.130103,-0.115508
1705,0.053859,0.22256,0.733338,-0.02298,-0.048544,0.033451,-0.997996,-0.694048,-0.088077,0.247838,0.726875,-0.094754,0.17828,0.2049,0.003761,-0.190739,0.595987,-0.205828,-0.043207,0.159866,-0.052149,0.153137,0.217157,0.654428,-0.724623,-0.46941,1.085536,-0.010855,0.271952,-0.228724,-0.35048,0.975937,0.017787,-0.997151,-0.088986,-0.219889
1706,0.080177,0.221202,0.721414,-0.030932,-0.033219,0.026601,-0.998615,-0.682219,-0.107879,0.254106,0.83842,-0.18382,0.192234,0.140526,-0.035572,-0.179348,0.858464,-0.10883,0.010445,0.163099,-0.070273,0.158397,0.152851,0.527252,-0.676576,-0.403533,1.323912,0.00224,0.424844,-0.191734,-0.302003,0.896834,0.028058,-1.072686,-0.049772,-0.362776
1707,0.105431,0.220163,0.713371,-0.038526,-0.019207,0.024923,-0.998762,-0.648563,-0.12636,0.259689,0.905861,-0.261298,0.196302,0.02058,-0.076882,-0.140199,1.167483,-0.005714,0.094577,0.161771,-0.085575,0.167504,0.127367,0.412618,-0.605736,-0.405389,1.52247,0.024735,0.606821,-0.080399,-0.296389,0.771373,-0.065459,-1.011471,-0.077635,-0.481217
1708,0.12863,0.219453,0.711177,-0.042439,-0.005946,0.026835,-0.998721,-0.597994,-0.136258,0.264227,0.933173,-0.315631,0.196893,-0.125517,-0.100908,-0.076602,1.446689,-0.010494,0.089893,0.14511,-0.097819,0.175993,0.113166,0.322342,-0.529202,-0.496089,1.493958,0.026546,0.730407,0.015076,-0.379295,0.633261,-0.270811,-1.005601,-0.135353,-0.5566
1709,0.150312,0.218759,0.715105,-0.045795,0.006997,0.022802,-0.998666,-0.527314,-0.153993,0.259394,0.912519,-0.341895,0.196366,-0.275942,-0.142689,-0.02219,1.664276,-0.076496,0.043016,0.113174,-0.105862,0.183262,0.049614,0.354599,-0.425384,-0.635024,1.443893,0.018537,0.795779,0.067743,-0.520775,0.444457,-0.511444,-1.042675,-0.16736,-0.618365
1710,0.171465,0.218453,0.725105,-0.046901,0.014131,0.011843,-0.998729,-0.445526,-0.182019,0.232916,0.842012,-0.340088,0.19392,-0.434805,-0.197233,0.028494,1.796312,-0.097248,-0.002375,0.071009,-0.108519,0.186953,-0.045047,0.491492,-0.252944,-0.751482,1.455018,0.026979,0.838599,0.09126,-0.672169,0.191347,-0.704966,-1.053381,-0.139817,-0.642935
1711,0.19279,0.21846,0.739966,-0.044566,0.016113,-0.000395,-0.998876,-0.349139,-0.207923,0.189487,0.723255,-0.312908,0.188353,-0.58321,-0.226986,0.066119,1.82414,-0.100884,-0.053821,0.026069,-0.103216,0.184349,-0.137375,0.684499,-0.072462,-0.781831,1.408935,0.041862,0.839673,0.0937,-0.815449,-0.098117,-0.81057,-1.042571,-0.054985,-0.628871
